qmof_id,name,analysis_bin,primary_metal,outputs.hse06.bandgap,zeo_pld,zeo_lcd,zeo_density,zeo_volume,zeo_natoms
qmof-c8d8074,IJOMOJ01_FSR,bandgap_4.0_to_4.5eV,Mn,4.473678,1.10513,2.03757,2.332366571,412.8565528,36
qmof-5f4dceb,LERDOD_FSR,bandgap_4.0_to_4.5eV,Ag,4.459997,0.972,3.11698,1.898559062,1449.032152,148
qmof-c46c71e,TACBEF_FSR,bandgap_4.0_to_4.5eV,Ni,4.095829,1.2035,2.33332,1.575752027,765.0528388,78
qmof-0280eec,NACVOC_FSR,bandgap_4.0_to_4.5eV,Ag,4.35335,1.02546,2.05122,1.945422331,500.2393764,40
qmof-9ba23c7,UCOCEV_FSR,bandgap_4.0_to_4.5eV,Sr,4.418257,1.08935,1.92439,1.938065695,812.0479134,90
qmof-e522407,DENVIC_FSR,bandgap_4.0_to_4.5eV,Cd,4.338352,0.9687,1.813,2.118991708,1483.407623,134
qmof-b8f1e8e,TILZIY_FSR,bandgap_4.0_to_4.5eV,Zn,4.311027,1.21531,1.63248,2.101468616,709.8097827,64
qmof-e78085a,WUBDII_FSR,bandgap_4.0_to_4.5eV,Co,4.473805,1.34214,2.07595,1.813299958,756.6622983,86
qmof-36f1dad,AXAWED_FSR,bandgap_4.0_to_4.5eV,Cd,4.030526,4.28824,4.71294,1.416264669,902.7573543,77
qmof-7ec7d41,EGAHOK_FSR,bandgap_4.0_to_4.5eV,Bi,4.217755,1.10217,2.25206,2.107942645,1286.397269,124
qmof-2959e3b,VIMXIZ_FSR,bandgap_4.0_to_4.5eV,Ni,4.276204,0.8738,2.74561,2.176435701,599.8968467,61
qmof-935da74,POKFUR_FSR,bandgap_4.0_to_4.5eV,Cd,4.268335,2.13054,3.31211,2.004463336,811.5720534,73
qmof-922a70e,ETAKIU_FSR,bandgap_4.5_to_5.0eV,Zn,4.922898,1.18392,2.23533,1.715197994,1385.112555,144
qmof-4877fcf,XUBHIM_FSR,bandgap_4.5_to_5.0eV,Co,4.662401,1.0692,1.84366,1.900092866,443.9100946,46
qmof-c7dcdee,MIZPAM_FSR,bandgap_4.5_to_5.0eV,Cd,4.997591,1.21544,1.98535,1.663736111,401.9199814,33
qmof-68bc391,DUVLOX_FSR,bandgap_4.5_to_5.0eV,Zn,4.939998,1.56998,2.45658,2.17797565,1265.373351,116
qmof-d7de157,RIGMEB_FSR,bandgap_4.5_to_5.0eV,Cd,4.807804,0.90635,1.42836,3.227434182,341.9595018,30
qmof-8dc27cb,QUNMOC_FSR,bandgap_4.5_to_5.0eV,Cd,4.936662,1.12375,1.76767,3.016657811,713.1320341,54
qmof-e024f70,AHEBOE_FSR,bandgap_4.5_to_5.0eV,Ag,4.926859,2.13975,3.64406,1.498646245,1295.565566,128
qmof-68a8f48,AQOWUZ_FSR,bandgap_4.5_to_5.0eV,Zn,4.828193,1.10328,2.03983,1.645166093,1344.382721,134
qmof-ea9dec3,GAYHUL_FSR,bandgap_4.5_to_5.0eV,Ag,4.566922,1.10439,2.40297,2.594843909,565.6270668,56
qmof-dab305c,COCKAJ_FSR,bandgap_4.5_to_5.0eV,Hg,4.505647,1.65738,4.15652,2.091204874,1716.027055,144
qmof-41dd424,LOKBUJ_FSR,bandgap_4.5_to_5.0eV,Er,4.826415,0.96767,2.07451,2.663581864,260.2243278,26
qmof-c45b2d5,NIZFEJ_FSR,bandgap_4.5_to_5.0eV,Na,4.661618,1.18319,1.92207,1.597188721,744.8501247,78
qmof-22d73d6,OYEJAE_FSR,bandgap_4.5_to_5.0eV,Cd,4.879796,1.00778,1.95513,2.130542151,981.1410193,92
qmof-748d5a0,VOHBOL_FSR,bandgap_4.5_to_5.0eV,Na,4.53789,0.97731,1.55975,1.764945897,568.4932355,48
qmof-3a184d1,LUYRII_FSR,bandgap_4.5_to_5.0eV,Mo,4.528996,1.71492,3.07358,1.984310157,934.2575602,92
qmof-a4ff7f7,SEDDOX_FSR,bandgap_4.5_to_5.0eV,Li,4.95417,1.33478,2.07214,1.582446373,713.766502,76
qmof-e0ac9d9,IXOVUM_FSR,bandgap_4.5_to_5.0eV,Cu,4.844065,2.93256,3.85599,1.710152863,1761.868137,148
qmof-9a71eae,GIGVOI_FSR,bandgap_4.5_to_5.0eV,Na,4.514826,0.85084,1.85272,1.913133033,1074.649794,86
qmof-8cc38c9,AWONIK_FSR,bandgap_4.5_to_5.0eV,Cd,4.878606,0.9881,1.85275,2.701290985,699.4224464,48
qmof-de1875e,YIHVUJ_FSR,bandgap_4.5_to_5.0eV,Cd,4.853241,1.02142,1.70185,1.867920768,411.9547954,36
qmof-11627b4,KEHWAY01_FSR,bandgap_4.5_to_5.0eV,K,4.872454,0.78201,1.90268,1.778852281,1352.706395,136
qmof-6ecd9da,BEKVOD_FSR,bandgap_4.5_to_5.0eV,Zn,4.844705,1.80428,2.92645,1.741425497,1462.182734,126
qmof-62da067,ALEQIS_FSR,bandgap_4.5_to_5.0eV,Ag,4.939162,2.96026,3.13063,2.377504323,1234.630866,112
qmof-6bf5ba1,BAPYID_FSR,bandgap_4.5_to_5.0eV,Ag,4.575747,1.44911,3.6893,1.765983351,1218.864324,120
qmof-4a7d9c5,EMEYEB_FSR,bandgap_4.5_to_5.0eV,Zn,4.836261,0.7731,2.62718,2.614887505,1130.153925,100
qmof-5e1817a,BUBSOI_FSR,bandgap_4.5_to_5.0eV,Sn,4.958299,0.94606,2.35999,1.595386464,1235.019683,122
qmof-77ebf11,DAPJUB_FSR,bandgap_4.5_to_5.0eV,Ag,4.651943,1.47305,2.57493,1.897511521,521.757512,50
qmof-c0f6f4f,HEFYUN_FSR,bandgap_4.5_to_5.0eV,Cd,4.642063,0.8852,1.89644,1.845127512,843.8729567,74
qmof-a0b6754,UGUJOW01_FSR,bandgap_4.5_to_5.0eV,Zn,4.784463,1.04522,2.09764,1.782874491,1112.403967,100
qmof-b488bac,WENBEW_FSR,bandgap_4.5_to_5.0eV,Cu,4.769536,1.1359,1.9314,1.680591291,979.051635,96
qmof-6b0ca56,HARGIT_FSR,bandgap_4.5_to_5.0eV,Co,4.712308,1.08618,3.59864,1.881168272,772.4633122,75
qmof-73f219a,GIRHEV_FSR,bandgap_4.5_to_5.0eV,Ag,4.562216,0.89356,3.04632,1.903001495,1211.431808,116
qmof-b4d8dac,LEQYEN_FSR,bandgap_4.5_to_5.0eV,Na,4.936758,0.9356,1.70187,1.641807405,971.7976516,96
qmof-50a1922,PATQIM_FSR,bandgap_4.5_to_5.0eV,Cd,4.940921,1.17465,4.84726,1.47042569,1367.936517,109
qmof-3370ec9,CEGFEA02_FSR,bandgap_4.5_to_5.0eV,Ag,4.658937,0.97361,1.55737,2.611473453,480.6210376,48
qmof-d159e42,VOPWUT_FSR,bandgap_4.5_to_5.0eV,Ag,4.768001,1.19624,2.09423,2.026755523,765.8788729,66
qmof-1abf3bc,FUXBUX_FSR,bandgap_4.5_to_5.0eV,Cs,4.564335,1.6036,3.99092,1.584979639,1228.320218,98
qmof-5a4677e,APEREU_FSR,bandgap_4.5_to_5.0eV,Ag,4.692407,0.73497,1.71696,2.595551414,380.4540741,41
qmof-e3accad,QOXFOY_FSR,bandgap_4.5_to_5.0eV,Zn,4.885047,1.12847,2.60273,1.747463168,592.0969576,56
qmof-7166b5b,HEVXAI_FSR,bandgap_4.5_to_5.0eV,Cd,4.900202,1.18398,2.45593,2.037751622,799.3922561,80
qmof-4551e80,EHOXAB_FSR,bandgap_4.5_to_5.0eV,La,4.856371,0.85549,1.66678,2.666321826,582.9310579,54
qmof-e37cd72,EVAHAM_FSR,bandgap_4.5_to_5.0eV,Na,4.754631,1.127,1.65957,1.794336059,1252.06027,124
qmof-7101119,XIHDEY_FSR,bandgap_4.5_to_5.0eV,Ag,4.701838,0.93048,1.75713,1.864166903,835.9451891,82
qmof-933d49a,SOXXEJ_FSR,bandgap_4.5_to_5.0eV,K,4.989699,1.11644,2.35634,1.783387836,1150.881759,98
qmof-932fda1,EGISEU_FSR,bandgap_4.5_to_5.0eV,Ca,4.997058,0.8392,2.38199,1.69725915,671.6874595,62
qmof-3eaeab9,EBIBAU_FSR,bandgap_4.5_to_5.0eV,Ag,4.678366,2.09578,3.27115,1.705414039,1394.797829,126
qmof-aac42c8,QECDAF_FSR,bandgap_4.5_to_5.0eV,Li,4.851887,0.69464,1.48392,2.026216072,649.0981465,68
qmof-e210593,PIBSOL_FSR,bandgap_4.5_to_5.0eV,Ag,4.655892,0.74006,2.15934,2.801350252,495.437214,52
qmof-516c93f,MOGVIO_FSR,bandgap_4.5_to_5.0eV,Cd,4.532784,0.58574,1.39624,3.066647353,633.65175,64
qmof-ac050b9,EXOKOR01_FSR,bandgap_4.5_to_5.0eV,Zn,4.576663,0.79652,2.29731,2.03932666,673.1014148,75
qmof-c304ffc,TOPPOF_FSR,bandgap_5.0_to_5.5eV,Pd,5.319784,1.40532,2.08781,1.753164111,494.6139043,46
qmof-f32d2f0,GOQXAN_FSR,bandgap_5.0_to_5.5eV,Cd,5.040382,2.30675,3.78527,1.674038168,1454.774669,132
qmof-beb31d6,GABDAP_FSR,bandgap_5.0_to_5.5eV,Ag,5.485406,0.79472,1.61242,2.240492791,574.6473535,54
qmof-3b5b6a1,MAJDEI_FSR,bandgap_5.0_to_5.5eV,Ag,5.03612,0.98959,2.31668,2.089866467,726.5162142,66
qmof-b3c62d0,BODKEL_FSR,bandgap_5.0_to_5.5eV,Ba,5.194852,0.90701,1.96806,2.202226251,1506.141874,140
qmof-a6dc226,ROFNAE_FSR,bandgap_5.0_to_5.5eV,Zn,5.083549,0.82713,1.96863,1.700986144,1357.82462,136
qmof-f73a457,LAJWUQ_FSR,bandgap_5.0_to_5.5eV,Dy,5.431561,1.07474,1.79795,2.556723692,952.5838323,88
qmof-cdc8395,JEXWIS_FSR,bandgap_5.0_to_5.5eV,Cd,5.039067,0.98704,1.93507,1.993170122,1422.176556,124
qmof-a569078,JADRUC_FSR,bandgap_5.0_to_5.5eV,Cd,5.116957,1.8438,2.52594,2.214184449,401.1310996,34
qmof-1279fa4,LERNIG_FSR,bandgap_5.0_to_5.5eV,In,5.048369,1.35583,2.19408,1.764167401,1012.973677,112
qmof-5350baf,GAWHAP_FSR,bandgap_5.0_to_5.5eV,K,5.174427,0.9041,2.5801,1.362594706,1178.57663,124
qmof-18059b1,AYECOX_FSR,bandgap_5.0_to_5.5eV,Cd,5.486447,0.98625,1.6481,1.933964443,1127.643803,110
qmof-4c113e7,IGISAU_FSR,bandgap_5.0_to_5.5eV,K,5.152694,0.69574,2.11898,2.027286143,848.3296907,78
qmof-5c584aa,BABQUS_FSR,bandgap_5.0_to_5.5eV,Zn,5.251933,0.95821,1.74327,1.972164219,1042.272789,104
qmof-13da5e7,RIGMIF_FSR,bandgap_5.0_to_5.5eV,Cd,5.240805,0.84224,1.32144,2.597039059,311.2780664,30
qmof-7494173,DUKXAK_FSR,bandgap_5.0_to_5.5eV,Cd,5.259742,1.13895,2.18873,1.862614606,1122.113572,120
qmof-c674a2d,OGAVIB_FSR,bandgap_5.0_to_5.5eV,Ag,5.167291,0.85136,1.91994,2.20065225,463.3329883,48
qmof-d549d54,VEPNEJ_FSR,bandgap_5.0_to_5.5eV,Cd,5.208412,0.87745,1.83701,1.84332619,873.2025855,86
qmof-e68f2b2,NIFORM01_FSR,bandgap_5.0_to_5.5eV,Ni,5.279698,0.75133,1.61812,2.231093398,550.0429019,60
qmof-71d599e,MAYWOB_FSR,bandgap_5.0_to_5.5eV,Cd,5.281133,3.81334,4.09166,1.338231677,1220.337035,133
qmof-d0bd86a,FOSZIY_FSR,bandgap_5.0_to_5.5eV,Zn,5.03245,0.76725,1.60132,2.115952758,906.478518,94
qmof-064173c,MUKJOT_FSR,bandgap_5.0_to_5.5eV,Mn,5.123372,0.77393,1.75049,2.132516361,862.3716687,74
qmof-f2c3a63,GOFNEV_FSR,bandgap_5.0_to_5.5eV,Cd,5.030247,0.70647,1.79301,2.269590511,559.8923325,54
qmof-4a6ced3,TIWRUN_FSR,bandgap_5.0_to_5.5eV,K,5.178378,0.95188,1.82893,2.255441764,737.3329561,54
qmof-843e83f,BUXFUW_FSR,bandgap_5.0_to_5.5eV,Ni,5.111711,1.4139,2.81972,1.457809419,1270.867469,116
qmof-ea6c0f9,ROGSUC_FSR,bandgap_5.0_to_5.5eV,Na,5.181255,0.71587,1.42545,1.848508996,640.0997031,68
qmof-f99af63,DUKXOY_FSR,bandgap_5.0_to_5.5eV,Cd,5.165501,1.88508,4.66785,1.667627516,2059.690387,144
qmof-767b522,GUPCOK01_FSR,bandgap_5.0_to_5.5eV,Cd,5.084382,1.13943,2.20043,1.677717394,898.6710999,87
qmof-6abc890,BAYQAU03_FSR,bandgap_5.0_to_5.5eV,Cd,5.05309,1.1719,2.02732,2.081719725,1573.334985,136
qmof-c14118a,DURMEJ_FSR,bandgap_5.0_to_5.5eV,K,5.048688,1.00809,1.62704,1.687034501,934.1000508,92
qmof-21e0017,MIWBEZ_FSR,bandgap_5.0_to_5.5eV,Zn,5.021563,1.04263,3.03226,1.556661244,801.4815505,74
qmof-7144491,WIKMAH_FSR,bandgap_5.0_to_5.5eV,Na,5.255924,0.71664,1.35977,1.766624331,598.1084565,64
qmof-7a9c4b8,LARFIW_FSR,bandgap_5.0_to_5.5eV,Zn,5.426293,1.04143,2.36342,1.508953385,794.0089606,90
qmof-c30b37f,DADMEB01_FSR,bandgap_5.0_to_5.5eV,Zn,5.295225,0.81727,1.62416,2.116113027,488.9360913,54
qmof-4e25873,YIKBOM_FSR,bandgap_5.0_to_5.5eV,Co,5.043881,1.25745,1.71253,2.585413509,473.4584083,44
qmof-6f3a9f6,XELVOC_FSR,bandgap_5.0_to_5.5eV,Ba,5.266225,0.87684,1.61573,2.38929049,501.0449473,50
qmof-7c66e3b,QOGXIU_FSR,bandgap_5.0_to_5.5eV,Cd,5.066657,1.04479,1.92026,1.640361938,721.7664689,73
qmof-a6675c1,MIBQAP_FSR,bandgap_5.0_to_5.5eV,Li,5.329457,1.00606,2.00876,1.278013132,1243.498768,136
qmof-35705d6,MAKZON_FSR,bandgap_5.0_to_5.5eV,Pb,5.116314,1.68206,2.99329,2.805648637,470.2975626,40
qmof-2799dff,WAQYIW_FSR,bandgap_5.0_to_5.5eV,Cs,5.387241,1.0539,2.15952,2.109212036,957.6438594,76
qmof-788acd1,BEMLAI_FSR,bandgap_5.0_to_5.5eV,Li,5.201715,1.32465,1.7881,1.724897011,385.154602,36
qmof-a13b727,OKUWUO01_FSR,bandgap_5.0_to_5.5eV,Zn,5.347167,0.91234,1.88117,2.64134001,734.7413196,74
qmof-4280630,JIPYEP_FSR,bandgap_5.0_to_5.5eV,Sn,5.077247,1.36031,2.75189,1.661111239,1117.240316,110
qmof-4e5eb48,TISLAJ_FSR,bandgap_5.0_to_5.5eV,Zn,5.125936,1.04837,2.39523,2.336574786,1009.017589,88
qmof-0b8f2da,EQUHAZ_FSR,bandgap_5.0_to_5.5eV,Cd,5.248334,1.66053,3.28724,1.695675115,1176.323396,105
qmof-b0cfefa,KIDLOZ_FSR,bandgap_5.0_to_5.5eV,Cd,5.434794,1.20232,2.18202,2.243934707,607.732506,64
qmof-6060b72,CISLIB_FSR,bandgap_5.0_to_5.5eV,Na,5.31113,0.91565,1.38302,2.043835398,273.9371167,24
qmof-25e06cf,WAGXAD01_FSR,bandgap_5.0_to_5.5eV,Li,5.18776,0.91765,2.39863,1.349594209,452.8965021,48
qmof-c042375,UVOBIR01_FSR,bandgap_5.0_to_5.5eV,Ag,5.320545,0.98887,1.88718,2.399711722,805.4758547,84
qmof-cd10167,YOQMEY_FSR,bandgap_5.0_to_5.5eV,Cd,5.158906,1.10147,2.50266,1.75346491,823.3715389,84
qmof-8f2ae02,XESBUT_FSR,bandgap_5.5_to_6.0eV,Cd,5.887611,1.08539,1.78386,1.881677078,323.5637865,33
qmof-f917bec,BEVJES_FSR,bandgap_5.5_to_6.0eV,Zn,5.839082,1.13609,1.82269,2.531908301,821.9628184,68
qmof-2b46da3,NEWCUP_FSR,bandgap_5.5_to_6.0eV,Cd,5.601437,0.79128,2.24348,1.81930492,1608.978979,148
qmof-7e2c431,HOZXAX_FSR,bandgap_5.5_to_6.0eV,Cd,5.558991,0.856,1.87027,2.098752858,1078.027947,116
qmof-5991f0e,OGOWUD_FSR,bandgap_5.5_to_6.0eV,Cd,5.570145,1.29713,2.72308,1.888207367,987.6400803,86
qmof-3ad55a3,HAFDOI_FSR,bandgap_5.5_to_6.0eV,Cd,5.635391,2.02337,5.26396,1.639587683,2550.143396,132
qmof-34f7631,XADRAY_FSR,bandgap_5.5_to_6.0eV,Cd,5.859263,0.93443,2.03998,2.109537268,933.4894993,88
qmof-32f666c,IFUJID_FSR,bandgap_5.5_to_6.0eV,Na,5.751415,1.15744,1.60981,1.719818489,703.6575932,64
qmof-1339fce,HEJQIZ_FSR,bandgap_5.5_to_6.0eV,Zn,5.788328,4.27064,5.90013,1.446751283,1387.818682,90
qmof-617f5a1,GUJTUB_FSR,bandgap_5.5_to_6.0eV,Hg,5.862625,1.24864,2.03127,2.349473687,963.4027041,92
qmof-15fda22,EKEHUZ_FSR,bandgap_5.5_to_6.0eV,Zn,5.89364,4.27403,4.61509,1.69418747,1184.842937,96
qmof-126e41c,EHETER01_FSR,bandgap_5.5_to_6.0eV,Zn,5.715656,1.01881,1.82882,1.610287544,790.8961162,87
qmof-fc8dd71,HEPNIA_FSR,bandgap_5.5_to_6.0eV,Li,5.668543,1.00547,1.72204,1.585178258,1066.634726,100
qmof-efb2482,EZABEN_FSR,bandgap_5.5_to_6.0eV,Cd,5.785021,1.12426,2.30724,2.219834624,1187.825255,102
qmof-28949da,KUQYIF_FSR,bandgap_5.5_to_6.0eV,Na,5.56487,1.0928,2.46138,1.881411728,1082.393149,116
qmof-0dfada7,PEPWIR_FSR,bandgap_5.5_to_6.0eV,Cd,5.860171,1.14138,2.10453,2.333122196,630.7802291,49
qmof-ae1a5ff,PEPWOX_FSR,bandgap_5.5_to_6.0eV,Cd,5.601257,0.91335,1.85461,1.979142963,665.7378213,54
qmof-e0ec160,IFUGEX_FSR,bandgap_5.5_to_6.0eV,Ca,5.968501,1.08235,1.663,1.521543226,681.550221,70
qmof-bda49bd,LALZIJ_FSR,bandgap_5.5_to_6.0eV,Zn,5.940829,0.78227,1.98164,2.138794226,1357.267366,148
qmof-310a9ef,NAPTAA_FSR,bandgap_5.5_to_6.0eV,Cd,5.819457,1.03051,1.95658,1.93761006,592.204667,50
qmof-8da777e,MERFAT_FSR,bandgap_5.5_to_6.0eV,Cd,5.575146,1.28478,1.9738,2.363483814,881.1712623,88
qmof-cf1e4d0,NEWQEN01_FSR,bandgap_5.5_to_6.0eV,Ca,5.8606,1.13654,2.31989,1.968653288,573.5648317,48
qmof-5e02587,KEKXAB_FSR,bandgap_5.5_to_6.0eV,Zn,5.539289,0.96656,1.82168,1.712723841,659.5775677,76
qmof-f528aef,IJIWOO_FSR,bandgap_5.5_to_6.0eV,K,5.674639,0.97999,1.59353,1.763686994,245.1409093,28
qmof-71e5f47,HIBGEF_FSR,bandgap_5.5_to_6.0eV,Mg,5.944742,1.1299,2.35406,1.58435124,1656.373505,140
qmof-f19982c,QEYWIB_FSR,bandgap_5.5_to_6.0eV,Zn,5.546759,1.37153,2.35306,1.724654117,939.1877551,90
qmof-64496fb,FATHAM_FSR,bandgap_5.5_to_6.0eV,K,5.994141,0.64756,1.98263,1.850423297,1016.557694,88
qmof-d69dd6c,IKOMIE_FSR,bandgap_5.5_to_6.0eV,Sr,5.588639,0.96791,2.43377,1.678126926,1326.132856,142
qmof-956f0fd,MISHAY_FSR,bandgap_5.5_to_6.0eV,Cd,5.709686,1.02934,2.261,2.123917344,620.1515409,58
qmof-01fd9b9,OHEMET_FSR,bandgap_5.5_to_6.0eV,Ag,5.565862,0.96592,1.8807,2.14788911,1021.963219,96
qmof-f3b9a1a,BENWAU_FSR,bandgap_5.5_to_6.0eV,Cd,5.644904,2.13132,4.14938,1.888752818,1495.255477,134
qmof-bd158a6,YAHLOJ_FSR,bandgap_5.5_to_6.0eV,Zn,5.941447,1.5369,2.27202,2.013475958,522.1137967,54
qmof-4e55d23,TAPVAK_FSR,bandgap_5.5_to_6.0eV,Zn,5.941114,0.83071,1.62525,1.64045676,633.0569745,78
qmof-b8e36f9,KAHMIR_FSR,bandgap_5.5_to_6.0eV,Organic_Only,5.760102,1.42267,2.56081,1.792058221,1042.453354,125
qmof-ae62f99,EKIDOS_FSR,bandgap_5.5_to_6.0eV,Sm,5.565118,0.88405,2.15447,2.180438658,1442.874723,148
qmof-f38090a,OMICUJ_FSR,bandgap_5.5_to_6.0eV,Zn,5.663257,1.62591,2.68818,2.054476585,1483.873503,138
qmof-0d028a0,HUDQON_FSR,bandgap_5.5_to_6.0eV,Sn,5.76155,1.07244,1.97042,1.640351999,1170.059215,124
qmof-1b1031a,FAMZIE_FSR,bandgap_5.5_to_6.0eV,Sn,5.897049,1.33056,2.05792,1.985126894,769.0668232,78
qmof-0c65e4f,MITROX_FSR,bandgap_5.5_to_6.0eV,Cd,5.942596,1.35638,2.95115,1.912092457,848.8723785,94
qmof-db63f95,PESTAK01_FSR,bandgap_5.5_to_6.0eV,Er,5.870097,1.23419,2.31904,2.124331399,1283.487755,132
qmof-a5f7f52,XILXIB_FSR,bandgap_5.5_to_6.0eV,Sr,5.74783,0.84624,2.28596,2.542243292,543.8792467,50
qmof-9794e9c,BERRUN_FSR,bandgap_5.5_to_6.0eV,Cd,5.636034,1.16844,2.25127,1.884448579,692.0044671,66
qmof-5c3a722,GALSER_FSR,bandgap_5.5_to_6.0eV,Zn,5.503963,0.87072,1.69925,1.955241301,1243.991364,124
qmof-b06367f,NAMCUA_FSR,bandgap_5.5_to_6.0eV,Zn,5.548659,0.7327,1.43969,2.156726617,401.2941597,44
qmof-42bd54c,HUHHIC_FSR,bandgap_5.5_to_6.0eV,Zn,5.596321,1.02958,1.82887,2.058644792,785.8511718,80
qmof-f17aef1,OHIVUW_FSR,bandgap_5.5_to_6.0eV,Na,5.947849,0.82951,1.46018,1.661217832,920.2282827,104
qmof-4cd6b6d,KOMGUP_FSR,bandgap_5.5_to_6.0eV,Zn,5.531656,4.15105,5.36653,1.516489876,1563.516383,96
qmof-16dfff2,APANAI_FSR,bandgap_5.5_to_6.0eV,Na,5.784015,0.71956,1.47842,1.883049324,928.0789238,102
qmof-cf57844,OKINUS_FSR,bandgap_5.5_to_6.0eV,K,5.898276,0.48333,2.28089,1.75461481,750.3501786,76
qmof-5c17b15,DERJIT_FSR,bandgap_5.5_to_6.0eV,Na,5.890586,1.09889,2.10781,1.575127673,1352.174909,136
qmof-cd6091d,DEWHET_FSR,bandgap_6.0_to_6.5eV,Zn,6.026311,0.76537,1.89203,2.105282743,730.7214221,84
qmof-0f5c9ec,QUCTIS_FSR,bandgap_6.0_to_6.5eV,Cd,6.306064,1.52142,2.55969,1.493937479,832.6917328,94
qmof-0138e8e,YARYEV_FSR,bandgap_6.0_to_6.5eV,Cd,6.186547,4.1613,5.78485,1.083765472,1112.22779,36
qmof-2e677ab,GOCVID_FSR,bandgap_6.0_to_6.5eV,Na,6.235258,0.97514,1.84457,1.275532195,1104.117682,128
qmof-a83960a,PUFWIX_FSR,bandgap_6.0_to_6.5eV,Na,6.381859,1.01227,2.1884,1.817705699,987.0773418,100
qmof-74b2b06,MAKSUN_FSR,bandgap_6.0_to_6.5eV,Zn,6.282379,1.00165,2.2724,1.817992206,815.6420622,82
qmof-0993d90,ONATUT_FSR,bandgap_6.0_to_6.5eV,Zn,6.13667,1.26158,2.18989,2.155688406,1414.510262,136
qmof-8f7bf53,XAYYUR01_FSR,bandgap_6.0_to_6.5eV,Zn,6.484603,0.87455,2.10921,2.362347311,986.5501298,96
qmof-f876822,TOFJAZ_FSR,bandgap_6.0_to_6.5eV,Al,6.26252,1.07857,1.59277,2.576143598,457.3945597,36
qmof-6eb895d,COQWUC_FSR,bandgap_6.0_to_6.5eV,Zn,6.191594,1.12411,2.2783,1.884657383,887.6617702,78
qmof-8e9a95c,YOPYIL01_FSR,bandgap_6.0_to_6.5eV,Zn,6.274613,1.17349,2.5209,2.17294872,516.3439469,36
qmof-e834939,KIJSII_FSR,bandgap_6.0_to_6.5eV,Zn,6.084317,1.15315,1.99621,1.702835896,1195.640782,116
qmof-b8d6e0a,QARWEN_FSR,bandgap_6.0_to_6.5eV,Cs,6.1804,0.78799,2.44112,2.601339749,758.2000992,56
qmof-8547db1,UBUQAM_FSR,bandgap_6.0_to_6.5eV,Na,6.396035,0.98301,1.38737,1.789397117,387.1058719,44
qmof-2f2b6f8,GEKJUB_FSR,bandgap_6.0_to_6.5eV,Na,6.01177,1.19997,2.09051,1.822086545,1035.528591,100
qmof-0e22315,RUGJAG_FSR,bandgap_6.0_to_6.5eV,Yb,6.364242,0.85697,1.36114,2.726494134,242.5029064,25
qmof-0fde3f5,RIFWEJ_FSR,bandgap_6.0_to_6.5eV,Rb,6.4986,1.15332,2.3007,1.851457485,946.0211163,96
qmof-964c967,SEBMER01_FSR,bandgap_6.0_to_6.5eV,Sr,6.241717,0.87994,1.91614,1.998282441,953.234815,108
qmof-f257e1e,VONCUY_FSR,bandgap_6.0_to_6.5eV,Zn,6.442738,1.00944,1.60273,2.410354808,494.4988797,50
qmof-361e7a4,KUPTOE_FSR,bandgap_6.0_to_6.5eV,Zn,6.076524,1.01418,3.03108,1.455955773,1085.282014,110
qmof-64088a1,MUPYEC_FSR,bandgap_6.0_to_6.5eV,Zn,6.464928,1.1741,1.83873,2.52840938,605.6227525,56
qmof-185eeb8,GIYKAB_FSR,bandgap_6.0_to_6.5eV,Zn,6.244844,1.10055,1.93205,1.794654589,532.300409,62
qmof-0c9867d,EWUSIZ_FSR,bandgap_6.0_to_6.5eV,Zn,6.313823,1.06981,2.25593,1.738621646,1228.707509,124
qmof-951d08f,FAFMAD01_FSR,bandgap_6.0_to_6.5eV,K,6.486678,1.12611,1.83841,1.70325592,519.1343105,54
qmof-bb63e19,IZEBOF_FSR,bandgap_6.0_to_6.5eV,Zn,6.136318,1.28281,2.27297,1.827582243,1147.069519,128
qmof-9384b06,BEZSIK_FSR,bandgap_6.0_to_6.5eV,Bi,6.29615,0.8197,1.39266,3.071774228,1140.148295,112
qmof-5fd4397,RINFEB_FSR,bandgap_6.0_to_6.5eV,Pr,6.436431,0.92804,2.40012,3.099225855,688.0020386,62
qmof-21f8c6f,SOGXAO_FSR,bandgap_6.0_to_6.5eV,Sr,6.486426,2.2617,2.49259,2.042636284,961.4834013,88
qmof-867986f,PEWDEC_FSR,bandgap_6.0_to_6.5eV,Zn,6.260868,1.29229,2.32777,1.666978965,1050.425283,116
qmof-c31ac3d,OHAYUS_FSR,bandgap_6.0_to_6.5eV,Gd,6.198859,1.11272,2.20126,2.348420242,629.9317041,62
qmof-a8b674d,JICGEK_FSR,bandgap_6.0_to_6.5eV,Zn,6.095135,0.8483,1.84435,2.042159013,739.9239394,72
qmof-06a0289,INEHUF_FSR,bandgap_6.0_to_6.5eV,Zn,6.346608,1.1888,2.19218,1.626954364,1389.70675,147
qmof-40b4231,XIBPII_FSR,bandgap_6.0_to_6.5eV,Na,6.148366,1.01391,2.21335,1.900017494,295.5231183,30
qmof-ba39404,CDCYAC_FSR,bandgap_6.0_to_6.5eV,Cd,6.311617,1.37476,2.0457,2.328879043,800.0604977,68
qmof-130af1f,XORWAD_FSR,bandgap_6.0_to_6.5eV,La,6.359566,1.26532,4.15102,2.134871176,1028.360253,86
qmof-e7fc863,GOJFIW_FSR,bandgap_6.0_to_6.5eV,Ba,6.466814,1.11545,2.04919,2.329994116,751.6602577,72
