qmof_id,name,analysis_bin,val_fold,primary_metal,linker_scaffold
qmof-6d1205f,NUWWIM_FSR,bandgap_3.5_to_4.0eV,2,Zn,c1cc([C]2N=C(c3ccncc3)[N]N2)ccn1.c1ccccc1
qmof-a149d95,NUXLUN01_FSR,bandgap_3.5_to_4.0eV,1,Cu,
qmof-14548f8,NOWWUT_FSR,bandgap_3.5_to_4.0eV,2,Zn,C1=CN=C[N]1.c1ccc(-c2ccccc2)cc1
qmof-d9d0b10,NUCGUO_FSR,bandgap_3.5_to_4.0eV,3,Co,c1ccc2[nH]cnc2c1
qmof-0ae2a1b,NUNPOC_FSR,bandgap_3.5_to_4.0eV,2,Na,c1ccncc1
qmof-a7aff20,NUHCAV_FSR,bandgap_3.5_to_4.0eV,1,Cd,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-4f99ccc,NUJNUC_FSR,bandgap_3.5_to_4.0eV,4,Cu,c1ccccc1
qmof-1d9274b,FARLIU_FSR,bandgap_3.5_to_4.0eV,4,Zn,c1cc(SSc2ccncc2)ccn1
qmof-ffb8c94,FARVAW_FSR,bandgap_3.5_to_4.0eV,1,Cu,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-2afaf52,FASSEZ_FSR,bandgap_3.5_to_4.0eV,2,Gd,c1cc[nH+]cc1
qmof-80f89a0,MISJUU_FSR,bandgap_3.5_to_4.0eV,1,Organic_Only,
qmof-d6632db,NUSSUQ_FSR,bandgap_3.5_to_4.0eV,2,Na,
qmof-f2bdce1,NUTLUJ_FSR,bandgap_3.5_to_4.0eV,2,Cd,
qmof-c39ae4b,NUWVUX_FSR,bandgap_3.5_to_4.0eV,4,Zn,c1ccccc1.c1cncc(C2=N[C](c3ccncc3)N[N]2)c1
qmof-59fc722,NUMPIV_FSR,bandgap_3.5_to_4.0eV,1,La,[CH]1C=CC=CN1.c1ccncc1
qmof-ccf41ca,MISQUB_FSR,bandgap_3.5_to_4.0eV,1,Cu,c1cnccn1
qmof-c397213,MIPPEI_FSR,bandgap_3.5_to_4.0eV,1,Zn,
qmof-db77bc4,MIPPIM_FSR,bandgap_3.5_to_4.0eV,2,Zn,
qmof-5bcace3,NOMGAZ_FSR,bandgap_3.5_to_4.0eV,5,Cu,O=C1CNC(=O)CN1
qmof-8d6dc8f,ELUBES_FSR,bandgap_3.5_to_4.0eV,2,Cd,
qmof-708b292,ELUKAY_FSR,bandgap_3.5_to_4.0eV,1,Ag,c1cnccn1
qmof-acee021,EMADEC_FSR,bandgap_3.5_to_4.0eV,1,Ag,
qmof-c93c7ae,NOPCOL_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1ccc2ccccc2c1
qmof-69fe45b,NOPLUB_FSR,bandgap_3.5_to_4.0eV,4,Cd,
qmof-1825bea,MIVDON_FSR,bandgap_3.5_to_4.0eV,3,Zn,c1nc(C2=NN=N[N]2)c(C2=NN=N[N]2)[nH]1
qmof-75cf53c,MIWROB_FSR,bandgap_3.5_to_4.0eV,2,Zn,c1ccccc1
qmof-608d619,ELACID_FSR,bandgap_3.5_to_4.0eV,3,Ag,c1cnc(SCCCCCCSc2ncccn2)nc1
qmof-5f57dd4,ELAFUT_FSR,bandgap_3.5_to_4.0eV,4,Cd,c1cc(-c2ccncc2)ccn1
qmof-afa2ff5,ELEXUQ_FSR,bandgap_3.5_to_4.0eV,1,Hg,S=C1[N]N=C(c2ccccn2)N1
qmof-a7a93aa,ELINAP_FSR,bandgap_3.5_to_4.0eV,4,Cu,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-57b6935,ELINIX_FSR,bandgap_3.5_to_4.0eV,2,Cu,c1ccccc1
qmof-0b59814,ELOBOY_FSR,bandgap_3.5_to_4.0eV,1,Organic_Only,c1ccncc1
qmof-a7f487c,NOWMUJ_FSR,bandgap_3.5_to_4.0eV,4,Cu,C1=NN=C(C2=NN=N[N]2)[N]1
qmof-870f65c,NOWNAQ_FSR,bandgap_3.5_to_4.0eV,2,Cu,c1nc(C2=NN=N[N]2)n[nH]1.c1nc(C2=N[N]N=N2)n[nH]1
qmof-4779340,NOBVOQ01_FSR,bandgap_3.5_to_4.0eV,5,Cu,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-7bc9775,NOCBOW_FSR,bandgap_3.5_to_4.0eV,3,Cu,
qmof-c113508,NODJAT_FSR,bandgap_3.5_to_4.0eV,4,Zn,
qmof-3e56926,NODJEX_FSR,bandgap_3.5_to_4.0eV,1,Cd,
qmof-ac615b9,MODGUI_FSR,bandgap_3.5_to_4.0eV,5,Cu,c1ccccc1
qmof-4b38c0b,MODZAJ_FSR,bandgap_3.5_to_4.0eV,3,Cu,c1ccc(-c2cccnc2)cc1
qmof-1f5009f,MIYZID_FSR,bandgap_3.5_to_4.0eV,3,Cu,c1cncc(-c2cccnc2)c1
qmof-79a21b4,FAPGAG_FSR,bandgap_3.5_to_4.0eV,3,Cd,
qmof-5e78e03,FAPYOM_FSR,bandgap_3.5_to_4.0eV,4,Zn,c1ccc(-c2cccnc2)cc1
qmof-e7f8efa,FAQSEW_FSR,bandgap_3.5_to_4.0eV,4,Cd,c1cc(-c2ccncc2)ccn1
qmof-64b5161,NOMQAJ01_FSR,bandgap_3.5_to_4.0eV,4,Zn,c1ccc(-c2cncc(-c3ccccc3)c2)cc1
qmof-9034501,EMEJAJ_FSR,bandgap_3.5_to_4.0eV,5,Cu,c1cc(-c2ccncc2)ccn1
qmof-13e7961,NOGQIK_FSR,bandgap_3.5_to_4.0eV,2,Zn,C1=NN=C[N]1
qmof-ff7658b,NOHFEX01_FSR,bandgap_3.5_to_4.0eV,1,Ag,c1ccccc1
qmof-2d65e89,NORZAX_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1ccccc1.c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1
qmof-5d8b5d1,NOMFOM_FSR,bandgap_3.5_to_4.0eV,5,Fe,O=C1CNC(=O)CN1
qmof-9c07461,NIYPET_FSR,bandgap_3.5_to_4.0eV,5,Ag,c1ccncc1.c1ccncc1
qmof-34988a2,NIYPIX_FSR,bandgap_3.5_to_4.0eV,2,Ag,c1ccncc1.c1ccncc1
qmof-e049710,NIYVAU_FSR,bandgap_3.5_to_4.0eV,2,Co,
qmof-3b20031,NIZJOY_FSR,bandgap_3.5_to_4.0eV,5,Pb,c1ccc(-c2ccccc2)cc1
qmof-087c398,NIZMEQ_FSR,bandgap_3.5_to_4.0eV,1,Dy,
qmof-ed7cf13,NOBLUM01_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1nncs1
qmof-2168cb9,NIWTUJ_FSR,bandgap_3.5_to_4.0eV,4,Tl,
qmof-f689494,NIXPUI_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1ccc(-c2cccc(C3=NN=N[N]3)c2)cc1
qmof-f580d00,MOGNUR_FSR,bandgap_3.5_to_4.0eV,1,Ag,S=C1[CH]C=CC=N1
qmof-4a6e2c5,MOBDIR_FSR,bandgap_3.5_to_4.0eV,1,Cu,c1ccccc1
qmof-5e3d4b5,NODQUU_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1ccc(OCc2ccc(-c3ccccc3)cc2)cc1
qmof-b7bdda5,EMOVUY_FSR,bandgap_3.5_to_4.0eV,4,Cd,
qmof-b3e0651,NIYNIV_FSR,bandgap_3.5_to_4.0eV,2,Ag,c1ccncc1
qmof-51d65d4,NOJBAR_FSR,bandgap_3.5_to_4.0eV,4,Cd,
qmof-d93f39f,NOJBUL_FSR,bandgap_3.5_to_4.0eV,2,Cd,
qmof-e256739,NOKDIA_FSR,bandgap_3.5_to_4.0eV,3,Zn,
qmof-75dd8f6,NILBAN_FSR,bandgap_3.5_to_4.0eV,2,Tb,c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1
qmof-a862aee,NILBER_FSR,bandgap_3.5_to_4.0eV,4,Dy,c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1
qmof-ad8b425,NILBIV_FSR,bandgap_3.5_to_4.0eV,1,Ho,c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1
qmof-c89a5ff,NILBOB_FSR,bandgap_3.5_to_4.0eV,4,Er,c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1
qmof-7239acd,NIMBOB_FSR,bandgap_3.5_to_4.0eV,4,Cu,
qmof-f4bb6af,FAMBIG_FSR,bandgap_3.5_to_4.0eV,3,Zn,c1ccc(OCc2ccc(COc3ccccc3)cc2)cc1
qmof-5f619ed,FAMDII_FSR,bandgap_3.5_to_4.0eV,4,Cd,[CH]1C=CC=CN1
qmof-99a2b9f,FAPFAF_FSR,bandgap_3.5_to_4.0eV,5,Cd,c1cncnc1
qmof-c12cbdc,FAPFEJ_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1cncnc1
qmof-cde22cb,FAPFIN_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1cncnc1
qmof-a5592dd,ENAMIR_FSR,bandgap_3.5_to_4.0eV,2,Tl,
qmof-ad42031,NIXQOB_FSR,bandgap_3.5_to_4.0eV,2,Zn,[CH]1C=CC=CN1
qmof-c386b14,NIXQUH_FSR,bandgap_3.5_to_4.0eV,3,Zn,c1cncnc1
qmof-396c838,NIYBOP_FSR,bandgap_3.5_to_4.0eV,1,Cd,c1ccc2ncccc2c1
qmof-52547c5,NIWKEK_FSR,bandgap_3.5_to_4.0eV,3,Zn,c1cc(-c2nnc(-c3ccncc3)s2)ccn1
qmof-a132e45,NIYNUH_FSR,bandgap_3.5_to_4.0eV,5,Ag,c1ccncc1.c1ccncc1
qmof-152c5b0,MOHLUR_FSR,bandgap_3.5_to_4.0eV,1,Cu,c1ccccc1.c1cn(CCOCCn2ccnc2)cn1
qmof-05752ab,MOHMIH_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1cnc(-c2ncccn2)nc1
qmof-1a8e535,MOHSAF01_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1ccc(-c2ccc(C3=NN=N[N]3)cc2)cc1
qmof-e85d193,MOKQAG_FSR,bandgap_3.5_to_4.0eV,2,Pb,
qmof-cae2bc1,MOKZOC01_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1cnccn1
qmof-aec43f9,EPAKEM_FSR,bandgap_3.5_to_4.0eV,4,Ag,c1ccncc1
qmof-2f521a7,EPAKIQ_FSR,bandgap_3.5_to_4.0eV,4,Ag,
qmof-c555174,EPAXID_FSR,bandgap_3.5_to_4.0eV,5,Tb,
qmof-ac2a5eb,EPAYUR_FSR,bandgap_3.5_to_4.0eV,1,Zn,c1cc(CN2CCOCCOCCN(Cc3ccncc3)CCOCCOCC2)ccn1
qmof-5b0949c,NIGRAY_FSR,bandgap_3.5_to_4.0eV,1,Cu,C1=CN=N[N]1.[CH]1C=NN=N1
qmof-855bf9c,NIGRIH_FSR,bandgap_3.5_to_4.0eV,1,Li,O=C1NC(=O)c2ccccc21
qmof-bb8f123,NIHFIU_FSR,bandgap_3.5_to_4.0eV,1,Tl,
qmof-a3307e0,NIHFOA_FSR,bandgap_3.5_to_4.0eV,4,Tl,
qmof-50ebe70,NIHFUG_FSR,bandgap_3.5_to_4.0eV,3,Tl,
qmof-9c14bbf,NIJVEI_FSR,bandgap_3.5_to_4.0eV,2,Pr,c1ccccc1
qmof-9c21542,NIKZUE_FSR,bandgap_3.5_to_4.0eV,4,Gd,c1ccc(Oc2ccccc2)cc1.c1ccc(Oc2ccccc2)cc1
qmof-abd6069,MOTNEP_FSR,bandgap_3.5_to_4.0eV,1,Cd,c1cn(-c2ccc(-c3ccc(-n4ccnc4)cc3)cc2)cn1
qmof-9c9f0ca,FAHMIM_FSR,bandgap_3.5_to_4.0eV,2,Zn,c1ccc(COc2ccccc2)cc1
qmof-87f3627,FAHMUY_FSR,bandgap_3.5_to_4.0eV,1,Zn,[CH]1N=C[N]N1CCN1[CH]N=C[N]1.c1ccc(COc2ccccc2)cc1.c1ncn(CCn2cncn2)n1
qmof-c03b323,FAKKAG_FSR,bandgap_3.5_to_4.0eV,5,Gd,
qmof-d6e0710,FALGIK_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1ccc(-c2ccccc2)cc1
qmof-07fbe14,MOLKAA_FSR,bandgap_3.5_to_4.0eV,1,Cu,
qmof-f842c12,EPELIV_FSR,bandgap_3.5_to_4.0eV,4,Ni,c1cc(-c2ccncc2)ccn1
qmof-e993e6b,EPIXUX_FSR,bandgap_3.5_to_4.0eV,2,Cu,
qmof-8ddce79,EPOZIU_FSR,bandgap_3.5_to_4.0eV,2,Cu,
qmof-5b5b49f,EQADEH_FSR,bandgap_3.5_to_4.0eV,3,W,
qmof-da6d484,NEZQER_FSR,bandgap_3.5_to_4.0eV,2,Li,c1ccc2ccccc2c1
qmof-d12960f,NEZRUG_FSR,bandgap_3.5_to_4.0eV,1,Cu,c1cc(-c2ccncc2)ccn1.c1cnccn1
qmof-1b5f81b,MOMQAI_FSR,bandgap_3.5_to_4.0eV,5,Ca,c1ccccc1
qmof-9a5badd,MOMQIQ_FSR,bandgap_3.5_to_4.0eV,3,Ca,c1ccc(-c2ccccc2)cc1
qmof-b23c02b,MONNAE_FSR,bandgap_3.5_to_4.0eV,4,Ag,c1ccc(-c2nsnc2-c2ccccn2)nc1
qmof-9883216,MOHLOL01_FSR,bandgap_3.5_to_4.0eV,2,Ni,c1ccccc1
qmof-c7fe47a,NESHIE_FSR,bandgap_3.5_to_4.0eV,3,Ba,
qmof-397dea5,NETTAK_FSR,bandgap_3.5_to_4.0eV,2,Zn,c1ccc(-c2cncs2)cc1
qmof-2d8d0ff,NEVXAP01_FSR,bandgap_3.5_to_4.0eV,1,Hg,S=C1[N]N=CN1
qmof-3d9c6c0,FAFMOO_FSR,bandgap_3.5_to_4.0eV,5,Ni,O=C1[CH]C=NC(=O)N1
qmof-f6a2c50,FAGWUI_FSR,bandgap_3.5_to_4.0eV,5,Sm,c1ccc(Oc2ccc(C3=NN=N[N]3)cc2)cc1
qmof-b273f3b,MOPJUY_FSR,bandgap_3.5_to_4.0eV,2,Pb,
qmof-bbb6f1d,MOPLIO_FSR,bandgap_3.5_to_4.0eV,5,Cu,c1cc(-c2ccncc2)ccn1
qmof-4156823,MORCOM_FSR,bandgap_3.5_to_4.0eV,5,Cd,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1
qmof-2ee608c,NIDQEY_FSR,bandgap_3.5_to_4.0eV,5,Sm,c1ccccc1
qmof-2b5cf00,NIFNOH_FSR,bandgap_3.5_to_4.0eV,4,Ag,c1ccncc1
qmof-902b24f,NEWTOZ_FSR,bandgap_3.5_to_4.0eV,3,Cu,c1cc(-c2ccncc2)ccn1
qmof-e24ce4f,NEYQUG_FSR,bandgap_3.5_to_4.0eV,1,Zn,c1ccc(C2=NN=N[N]2)cc1
qmof-0f7c4eb,NEYRIV_FSR,bandgap_3.5_to_4.0eV,2,Cd,
qmof-e2524bf,EQEJIU_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1ccc(NCc2ccc(CNc3ccccc3)cc2)cc1.c1cn(CCCCn2ccnc2)cn1
qmof-fb5e34c,EQEJUG_FSR,bandgap_3.5_to_4.0eV,1,Zn,c1ccc(NCc2ccc(CNc3ccccc3)cc2)cc1.c1ccc2c(c1)ncn2CCCCn1cnc2ccccc21
qmof-a2fcb93,MOSZOK_FSR,bandgap_3.5_to_4.0eV,2,Ni,
qmof-343cdba,NESGEZ_FSR,bandgap_3.5_to_4.0eV,5,Cd,c1ccc2ncc(C3=NN=N[N]3)cc2c1
qmof-a5d83e7,NESGID_FSR,bandgap_3.5_to_4.0eV,3,Zn,c1ccc2ncc(C3=NN=N[N]3)cc2c1
qmof-f6d96e9,NENHEV_FSR,bandgap_3.5_to_4.0eV,4,Gd,c1ccccc1.c1ccccc1
qmof-b8a2f41,NENJOH_FSR,bandgap_3.5_to_4.0eV,2,Zn,c1ccccc1.c1cncc([C]2N=C(c3cccnc3)[N]N2)c1
qmof-10dd4ae,NENJUN_FSR,bandgap_3.5_to_4.0eV,1,Zn,c1ccccc1
qmof-67ca802,MOYVUS_FSR,bandgap_3.5_to_4.0eV,1,Ca,
qmof-061ae68,MOTRAQ_FSR,bandgap_3.5_to_4.0eV,3,Mg,c1cc(-c2cc[nH+]cc2)cc[nH+]1
qmof-476a5b8,MOTXUO_FSR,bandgap_3.5_to_4.0eV,4,Cu,c1cc(CCc2ccncc2)ccn1
qmof-4eadc5e,MOWSOI_FSR,bandgap_3.5_to_4.0eV,1,Organic_Only,
qmof-fd541d7,ERAQOD_FSR,bandgap_3.5_to_4.0eV,2,Ag,c1ccncc1
qmof-09f6927,EREGEN_FSR,bandgap_3.5_to_4.0eV,4,Ni,c1cc(CCc2ccncc2)ccn1
qmof-ef2e56c,EREGIR_FSR,bandgap_3.5_to_4.0eV,1,Ni,
qmof-ceecaf2,EREQAV_FSR,bandgap_3.5_to_4.0eV,4,Cd,c1ccc(-c2nccnc2-c2ccccn2)nc1
qmof-b09a392,EREQEZ_FSR,bandgap_3.5_to_4.0eV,1,Hg,
qmof-cfd2beb,NEVXAP_FSR,bandgap_3.5_to_4.0eV,3,Hg,S=C1[N]N=CN1
qmof-2762336,NESGOJ_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1ccc2ncc(C3=NN=N[N]3)cc2c1.c1ccc2ncc(C3=N[N]N=N3)cc2c1.c1ccncc1
qmof-311f528,NEHCAG_FSR,bandgap_3.5_to_4.0eV,5,Zn,c1cc(C2C(c3ccncc3)C(c3ccncc3)C2c2ccncc2)ccn1.c1ccccc1
qmof-fb95d60,NEHQAT_FSR,bandgap_3.5_to_4.0eV,4,Cu,
qmof-548283f,NELXIL_FSR,bandgap_3.5_to_4.0eV,4,Cd,c1ccc2ccccc2c1
qmof-696e454,NEJYOS_FSR,bandgap_3.5_to_4.0eV,1,Zn,c1ccc(-n2cnc3ccccc32)cc1
qmof-f3b3f44,NEJZAF_FSR,bandgap_3.5_to_4.0eV,1,Cd,c1ccc(-n2cnc3ccccc32)cc1
qmof-7b4dbbf,NELBUD_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1ccncc1
qmof-f360972,NELJIZ_FSR,bandgap_3.5_to_4.0eV,3,Co,
qmof-62f023c,FADWIR_FSR,bandgap_3.5_to_4.0eV,3,Hg,
qmof-47ccac3,MOXYII_FSR,bandgap_3.5_to_4.0eV,3,Pb,
qmof-a85f2bb,MOYGUD_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-1302ca9,ERUDAY_FSR,bandgap_3.5_to_4.0eV,5,Cu,O=C(CCCCCCC(=O)Nc1cccnc1)Nc1cccnc1.c1ccccc1
qmof-c70fd52,ESATIC_FSR,bandgap_3.5_to_4.0eV,3,Ag,c1ccc2ccccc2c1
qmof-ad4003c,ESEHOZ01_FSR,bandgap_3.5_to_4.0eV,5,Cu,
qmof-c098fd3,NELMIA01_FSR,bandgap_3.5_to_4.0eV,3,Cu,
qmof-4f35422,NELWIL_FSR,bandgap_3.5_to_4.0eV,4,Cu,c1cnccn1.c1cnccn1
qmof-d86c15e,NERZIW02_FSR,bandgap_3.5_to_4.0eV,2,Organic_Only,c1ccccc1
qmof-8bc7424,MUMBIH_FSR,bandgap_3.5_to_4.0eV,2,Mn,c1ccccc1
qmof-2c3bc74,MOZCIP_FSR,bandgap_3.5_to_4.0eV,1,Ni,O=C(c1ccccc1)c1ccccc1.c1cc(-c2ccncc2)ccn1
qmof-6581895,MUCFEX_FSR,bandgap_3.5_to_4.0eV,3,Cu,c1ccccc1
qmof-3dabaa3,MUCNAA_FSR,bandgap_3.5_to_4.0eV,1,Tl,
qmof-d971cd4,MUFHAX_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1cncc(-c2nnc(-c3cccnc3)[nH]2)c1
qmof-c45f4aa,MUFKEE_FSR,bandgap_3.5_to_4.0eV,1,Cu,C1=NN=N[N]1
qmof-9753f6c,MUGJAZ_FSR,bandgap_3.5_to_4.0eV,1,Ag,c1ccncc1
qmof-17d2d80,ETICAN_FSR,bandgap_3.5_to_4.0eV,5,Zn,c1cc2[nH]c(-c3cncc(-c4nc5ccncc5[nH]4)c3)nc2cn1.c1ccccc1
qmof-0338cb2,ETOFID_FSR,bandgap_3.5_to_4.0eV,5,Cd,c1cc(-n2cnnc2)ccn1
qmof-63fddcc,ETOYIW_FSR,bandgap_3.5_to_4.0eV,1,Cd,
qmof-6cf15a6,NEBVIC_FSR,bandgap_3.5_to_4.0eV,4,Cu,
qmof-8edbca3,NECCUU_FSR,bandgap_3.5_to_4.0eV,5,Cu,c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1
qmof-5cd0603,ETCRBI_FSR,bandgap_3.5_to_4.0eV,5,Bi,
qmof-cbd885d,ETEHAN01_FSR,bandgap_3.5_to_4.0eV,1,In,c1ccc(-c2ccccc2)cc1
qmof-508b13f,ETEHUH_FSR,bandgap_3.5_to_4.0eV,4,Co,c1cc(CCCc2ccncc2)ccn1.c1ccccc1
qmof-804a983,NEFHAK_FSR,bandgap_3.5_to_4.0eV,1,Cu,
qmof-54be6c9,NEBRUK_FSR,bandgap_3.5_to_4.0eV,4,Zn,c1cnccn1
qmof-1e90576,NEBTIA_FSR,bandgap_3.5_to_4.0eV,1,Ca,c1ccccc1
qmof-002a6da,ETUSIW_FSR,bandgap_3.5_to_4.0eV,5,Cu,c1cn(-c2ccc(-n3ccnc3)cc2)cn1
qmof-5bf7e0d,ETUVUL_FSR,bandgap_3.5_to_4.0eV,2,Cd,
qmof-9ed028e,EYUVEA_FSR,bandgap_3.5_to_4.0eV,2,Zn,c1cc(-c2ccncc2)ccn1
qmof-8533641,EZAWOT_FSR,bandgap_3.5_to_4.0eV,1,Cu,c1ccncc1
qmof-4b62488,EZULAO_FSR,bandgap_3.5_to_4.0eV,4,Cd,c1ccc2ccccc2c1
qmof-746a078,MUHNOT01_FSR,bandgap_3.5_to_4.0eV,3,Fe,
qmof-9bca83d,MUHPIP_FSR,bandgap_3.5_to_4.0eV,2,Fe,
qmof-10ea1fe,NEDGUB_FSR,bandgap_3.5_to_4.0eV,1,Ag,C1=CN=C[N]1
qmof-44da106,NEDXOJ_FSR,bandgap_3.5_to_4.0eV,4,Co,c1cc(-c2ccncc2)ccn1.c1ccccc1
qmof-95e993b,NAZGON01_FSR,bandgap_3.5_to_4.0eV,1,Zn,c1cc(-c2ccncc2)ccn1
qmof-721c324,NEBKIO_FSR,bandgap_3.5_to_4.0eV,3,K,
qmof-b697d31,NEBMEP_FSR,bandgap_3.5_to_4.0eV,2,Cd,c1ccc2ccccc2c1
qmof-c9c2b82,NEBQOD_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1ccc(Oc2ccccc2)cc1
qmof-acddbab,MUJSAL01_FSR,bandgap_3.5_to_4.0eV,3,V,c1cnccn1
qmof-fe2b16d,MUMNAL_FSR,bandgap_3.5_to_4.0eV,3,Organic_Only,c1ccccc1
qmof-b07ce39,MUMNIR_FSR,bandgap_3.5_to_4.0eV,4,Na,c1ccccc1
qmof-26b83f7,MUNLEN_FSR,bandgap_3.5_to_4.0eV,5,Li,c1ccc(-c2ccccc2)cc1
qmof-60450dd,MUNPUH_FSR,bandgap_3.5_to_4.0eV,4,Co,c1ccc(-c2ccccc2)cc1.c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-df3291a,MUNZAW_FSR,bandgap_3.5_to_4.0eV,3,Sn,
qmof-cf311e6,NAXVUE_FSR,bandgap_3.5_to_4.0eV,1,Hg,
qmof-305d51c,NAXWAL_FSR,bandgap_3.5_to_4.0eV,5,Hg,
qmof-a5724e4,NAYMEG_FSR,bandgap_3.5_to_4.0eV,5,Cu,c1ccc2[nH]nnc2c1
qmof-29c01e6,NATCER_FSR,bandgap_3.5_to_4.0eV,2,Zn,
qmof-c63cbd6,NATKEB_FSR,bandgap_3.5_to_4.0eV,1,Hg,c1cc(SSc2ccncc2)ccn1
qmof-d29bb99,NATRAD_FSR,bandgap_3.5_to_4.0eV,1,Gd,c1ccccc1.c1ccccc1
qmof-76d49d3,NATREH02_FSR,bandgap_3.5_to_4.0eV,1,Pr,c1ccccc1.c1ccccc1
qmof-ae0a390,NATREH_FSR,bandgap_3.5_to_4.0eV,5,Pr,c1ccccc1.c1ccccc1
qmof-3e9bb7b,NATXIR_FSR,bandgap_3.5_to_4.0eV,4,Er,c1cnccn1
qmof-694fdb2,NAVDIZ_FSR,bandgap_3.5_to_4.0eV,5,Na,C1COCCO1
qmof-12229f3,NAVFAT_FSR,bandgap_3.5_to_4.0eV,2,K,
qmof-2e9f64b,NAPCUF_FSR,bandgap_3.5_to_4.0eV,5,Zn,c1cc(-c2ccncc2)ccn1
qmof-babba36,NAPHCU01_FSR,bandgap_3.5_to_4.0eV,1,Na,c1ccccc1
qmof-a3bb677,EYEGIZ_FSR,bandgap_3.5_to_4.0eV,4,Cd,
qmof-422216b,EYEMAW_FSR,bandgap_3.5_to_4.0eV,5,Cd,
qmof-6663831,EYERUW_FSR,bandgap_3.5_to_4.0eV,5,Cd,
qmof-acd85e0,EYIVOY_FSR,bandgap_3.5_to_4.0eV,3,Cd,c1ccc(-c2cccnc2)cc1
qmof-3015833,MUPZED_FSR,bandgap_3.5_to_4.0eV,2,Co,c1cc(CCc2ccncc2)ccn1.c1ccccc1
qmof-b99f6b2,NAVLOO_FSR,bandgap_3.5_to_4.0eV,4,Cu,
qmof-21e5b1b,EWAXOP_FSR,bandgap_3.5_to_4.0eV,3,Cu,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-f40863b,EWEVAD_FSR,bandgap_3.5_to_4.0eV,1,Zn,c1ccc2ccccc2c1
qmof-5b836cb,EWIPEG_FSR,bandgap_3.5_to_4.0eV,3,Hg,
qmof-c74e6fb,EWIPIK_FSR,bandgap_3.5_to_4.0eV,5,Hg,
qmof-0ad5dc5,EWORAJ_FSR,bandgap_3.5_to_4.0eV,5,Hg,
qmof-14dd1bb,NARLEZ_FSR,bandgap_3.5_to_4.0eV,5,Mo,
qmof-439555b,MUQCEH_FSR,bandgap_3.5_to_4.0eV,1,Cu,
qmof-430b4c6,MUMKUA_FSR,bandgap_3.5_to_4.0eV,4,Cu,c1ccccc1
qmof-35a16f0,MUTJER_FSR,bandgap_3.5_to_4.0eV,1,Ag,
qmof-6e49166,MUTNAR_FSR,bandgap_3.5_to_4.0eV,1,Ba,c1ccc(-c2ccncn2)nc1
qmof-d105fa0,MUTREA_FSR,bandgap_3.5_to_4.0eV,4,Co,c1ccncc1
qmof-d513970,MUQWEB_FSR,bandgap_3.5_to_4.0eV,3,Cu,
qmof-7000e4d,MURFAI_FSR,bandgap_3.5_to_4.0eV,3,Zn,c1cc(-c2ccncc2)ccn1.c1cc(C2=NN=N[N]2)cc(C2=NN=N[N]2)c1
qmof-ce2e8c8,MURVAY_FSR,bandgap_3.5_to_4.0eV,4,K,O=S1(=O)N=C[C](c2ccccc2)C=N1
qmof-9e69850,EYEGEW_FSR,bandgap_3.5_to_4.0eV,1,Zn,
qmof-aa35cfd,EWUCOP_FSR,bandgap_3.5_to_4.0eV,4,Cu,c1ccc(-n2cnnn2)cc1
qmof-2acb35b,EWURAR_FSR,bandgap_3.5_to_4.0eV,1,Ag,
qmof-0b7afa6,EXABEL_FSR,bandgap_3.5_to_4.0eV,4,Li,
qmof-86433db,EXATUT_FSR,bandgap_3.5_to_4.0eV,1,La,c1ccccc1
qmof-3ff05ac,EXAVAB_FSR,bandgap_3.5_to_4.0eV,5,Gd,c1ccccc1
