qmof_id,name,analysis_bin,info.pld,info.lcd,info.density,info.volume,info.natoms,info.symmetry.spacegroup_number,info.mofid.topology,info.synthesized,primary_metal,metal_signature,n_metal_types,linker_scaffold
qmof-f3695a8,CEBLUR01_FSR,bandgap_3.5_to_4.0eV,1.15804,2.39761,1.687187029,791.0803582,58,15,,True,Zn,[Zn],1,c1cc(SSc2ccncc2)ccn1
qmof-8d24977,CECMEF_FSR,bandgap_3.5_to_4.0eV,0.99511,2.05262,1.877186998,782.1994724,70,15,,True,Ag,unknown,0,
qmof-54b048b,CECMIJ01_FSR,bandgap_3.5_to_4.0eV,0.76526,1.6507,2.294179665,933.5757584,80,14,fes,True,Ag,[Ag],1,c1ccccc1
qmof-b55a34a,GIXNIN_FSR,bandgap_3.5_to_4.0eV,1.0363,2.3858,1.773470754,1085.586915,110,2,,True,Zn,[Zn],1,c1ccccc1
qmof-bf2685f,GIXPAG_FSR,bandgap_3.5_to_4.0eV,1.10542,1.90731,1.780237762,1233.601345,124,14,,True,Zn,unknown,0,
qmof-8d85a79,GIXWUG_FSR,bandgap_3.5_to_4.0eV,3.05051,3.99935,1.500047507,1006.574415,82,2,,True,Zn,unknown,0,
qmof-39eaef5,GIYLUV_FSR,bandgap_3.5_to_4.0eV,1.17629,3.05275,3.037097031,547.3909754,50,11,,True,Hg,unknown,0,
qmof-3b2f138,GIZKEG_FSR,bandgap_3.5_to_4.0eV,0.64375,1.31597,3.260214363,754.8217684,68,14,,True,Tl,unknown,0,
qmof-7b88b10,JUYGER_FSR,bandgap_3.5_to_4.0eV,1.46234,2.65234,1.469833548,1061.57202,102,15,,True,Zn,unknown,0,
qmof-0f15afa,SUHRAP_FSR,bandgap_3.5_to_4.0eV,1.56721,2.36902,2.912303134,843.0584544,70,14,,True,K,I[Pt]I|O|[K],3,
qmof-f6d23ff,SUHROD_FSR,bandgap_3.5_to_4.0eV,0.95285,2.46328,1.872601258,808.192174,78,2,sql,True,Cd,[OH2][Cd],1,c1ccccc1
qmof-bd837da,SUJPUJ_FSR,bandgap_3.5_to_4.0eV,1.09209,2.50087,1.712212016,390.0053785,39,2,,True,Co,unknown,0,
qmof-cc15248,SUNJER_FSR,bandgap_3.5_to_4.0eV,0.85233,2.59121,2.035624324,964.8525757,98,2,pcu,True,Yb,[Yb],1,c1ccccc1
qmof-0f322ba,SUNJIV_FSR,bandgap_3.5_to_4.0eV,0.88144,2.62728,1.961788972,983.3235049,98,2,pcu,True,Dy,[Dy],1,c1ccccc1
qmof-561b7f4,GLALCU10_FSR,bandgap_3.5_to_4.0eV,1.05392,1.87727,1.944662745,709.3298219,76,19,,True,Cu,[Cu],1,
qmof-2a2cbf3,GOCRAS_FSR,bandgap_3.5_to_4.0eV,1.18007,2.03638,1.687062841,820.5821297,74,2,,True,Cd,[Cd],1,
qmof-51ac6e2,SOJJAE_FSR,bandgap_3.5_to_4.0eV,1.38448,1.94205,2.329684512,527.4183978,52,2,,True,In,[OH2][In],1,c1ccccc1
qmof-eb98c8b,SOJMAH_FSR,bandgap_3.5_to_4.0eV,0.85468,1.72944,1.755847837,486.3316226,54,2,,True,Mn,unknown,0,
qmof-f547638,SOJTEQ01_FSR,bandgap_3.5_to_4.0eV,0.66637,1.96463,2.064717718,418.3148485,44,15,,True,Co,unknown,0,
qmof-37be428,GIWKUT_FSR,bandgap_3.5_to_4.0eV,1.44699,2.65306,2.211675885,1456.26158,113,2,,True,Cd,[Cd],1,c1cncc(Cn2nnc3ccccc32)c1
qmof-e4d19f2,GIWMOP_FSR,bandgap_3.5_to_4.0eV,2.39236,2.91897,1.953999457,1185.348999,88,15,,True,Cd,[Cd],1,
qmof-fbfcfb1,GIWXAN_FSR,bandgap_3.5_to_4.0eV,1.34172,2.13469,1.669263242,1328.685643,120,2,,True,Cu,unknown,0,
qmof-7ec2a15,KAGKOV_FSR,bandgap_3.5_to_4.0eV,1.08597,2.86891,1.572235069,611.6648591,59,2,,True,Ni,unknown,0,
qmof-e3895a7,GIXFUR_FSR,bandgap_3.5_to_4.0eV,0.83757,1.4681,2.453063988,815.2669953,68,14,,True,Ag,unknown,0,
qmof-954922b,SOWTIJ_FSR,bandgap_3.5_to_4.0eV,1.19,2.25823,2.086294625,713.2662529,64,33,,True,Co,[Co],1,c1ccncc1
qmof-9df1bb0,SOYNAX_FSR,bandgap_3.5_to_4.0eV,1.40301,1.98507,1.509302111,811.1254519,78,15,dmd,True,Mg,[Mg],1,c1ccccc1
qmof-6f907db,SOYWOU_FSR,bandgap_3.5_to_4.0eV,2.66523,3.51309,2.099583432,1392.371507,94,15,,True,Cd,unknown,0,
qmof-e20ebfa,SUCHUV_FSR,bandgap_3.5_to_4.0eV,1.19304,2.80291,1.576913519,1018.929417,100,2,,True,Zn,[Zn],1,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1.c1ccc(-c2ccccc2)cc1
qmof-79fbfe6,SUDRIU_FSR,bandgap_3.5_to_4.0eV,1.00786,2.84498,1.902414676,728.586515,71,2,,True,Zn,[OH2][Zn]|[OH2][Zn][OH2],2,c1ccc(-c2ccccc2)cc1
qmof-a12006c,SUFPAM_FSR,bandgap_3.5_to_4.0eV,0.93049,1.70763,1.836831245,763.3985485,80,14,sql,True,Na,[OH2][Na]1[OH2][Na]([OH2]1)[OH2],1,O=C1[N]c2nc(=O)[nH]nc2N1
qmof-ca6a000,SORVOL_FSR,bandgap_3.5_to_4.0eV,1.31364,1.77238,1.808803851,866.3718914,86,15,,True,Cu,[Cu],1,c1ccccc1
qmof-01ddc61,SUNJOB01_FSR,bandgap_3.5_to_4.0eV,0.88547,2.63446,1.979658118,978.5247632,98,2,pcu,True,Ho,[Ho],1,c1ccccc1
qmof-a4003e1,GIRHOF_FSR,bandgap_3.5_to_4.0eV,1.17167,3.11354,1.97844294,1230.470881,108,43,dia-f,True,Ag,[Ag],1,[CH]1N=C[N]c2[nH]cnc21
qmof-61db27b,GISHAS_FSR,bandgap_3.5_to_4.0eV,1.19888,2.38773,1.666658439,1075.008249,116,26,,True,Cu,[OH2][Cu],1,
qmof-d44c3fa,GISHIC_FSR,bandgap_3.5_to_4.0eV,1.10133,2.40453,1.512135006,869.5025224,90,4,,True,Cu,[OH2][Cu],1,c1ccc(CCNCc2ccncc2)cc1
qmof-623be6c,GITQIM_FSR,bandgap_3.5_to_4.0eV,1.28002,2.1666,1.814163436,1150.124876,112,2,,True,Cd,unknown,0,
qmof-a7b4a13,GIVXOY_FSR,bandgap_3.5_to_4.0eV,0.89267,1.62637,3.238635588,430.1228652,32,11,,True,Sn,[Sn],1,
qmof-43ba689,KAKSAT01_FSR,bandgap_3.5_to_4.0eV,1.29393,2.12951,1.886973233,1629.335632,144,2,sql,True,Cu,I[Cu][Cu]I,1,C(=CCSc1ccccc1)CSc1ccccc1
qmof-f8dd6bc,KAKTIC01_FSR,bandgap_3.5_to_4.0eV,1.14639,2.02732,1.782239396,1549.919873,144,2,sql,True,Cu,Br[Cu][Cu]Br,1,C(=CCSc1ccccc1)CSc1ccccc1
qmof-0e86d2f,KALNAN01_FSR,bandgap_3.5_to_4.0eV,1.05554,1.99189,1.680029533,695.2231844,72,2,,True,Zn,[Zn],1,c1cc(-c2ccncc2)ccn1
qmof-0ed4bf6,KALNUG_FSR,bandgap_3.5_to_4.0eV,0.88101,1.7644,2.78288084,636.9680534,52,14,,True,Ag,unknown,0,
qmof-ad4da6e,CEDMEF_FSR,bandgap_3.5_to_4.0eV,0.99373,2.02919,1.760588821,1352.736945,120,14,,True,Zn,Cl[Zn]Cl,1,
qmof-ce14def,CEFKEF_FSR,bandgap_3.5_to_4.0eV,1.09677,2.25171,1.23890071,1100.302172,120,14,,True,Na,[Na],1,
qmof-cfe6420,SODCOE_FSR,bandgap_3.5_to_4.0eV,1.60491,2.27479,3.623794927,742.4870854,54,11,,True,Organic_Only,[O][U]([O])[OH2]|[O][U][O],2,c1cnccn1
qmof-0bbd918,SODCUK_FSR,bandgap_3.5_to_4.0eV,0.63927,1.42085,2.906805221,365.6987219,35,2,,True,Na,[OH2][Na]1[OH2][Na]([OH2]1)[OH2]|[O][U][O],2,c1cnccn1
qmof-51dd8e1,SOFXOB_FSR,bandgap_3.5_to_4.0eV,0.95425,2.2456,1.827536407,520.0954803,50,2,,True,Cu,[Cu],1,c1cncc(-c2nn[nH]n2)c1
qmof-8b503a2,SOTJOA_FSR,bandgap_3.5_to_4.0eV,1.37796,2.12158,1.810410356,910.6284714,92,14,,True,Ca,[OH2][Ca]([OH2])[OH2],1,O=C1[CH]C=NC(=O)N1
qmof-3ed90b5,SOVPAV01_FSR,bandgap_3.5_to_4.0eV,1.0211,2.10259,3.392909732,332.0888112,28,1,,True,Pb,unknown,0,
qmof-e1c79f2,KALQAS_FSR,bandgap_3.5_to_4.0eV,1.19696,2.44242,2.089916962,544.2355099,55,1,,True,Cu,[Cu]|[OH2][Cu][OH2],2,C1=C[N]N=C1.[CH]1C=NN=C1.c1cnccn1
qmof-e9c75ec,KALXED_FSR,bandgap_3.5_to_4.0eV,0.66311,1.38719,2.558905308,575.0041728,60,15,,True,Cu,[Cu]|[Li],2,
qmof-5019d12,KAMTOH06_FSR,bandgap_3.5_to_4.0eV,0.84939,1.73907,2.471130309,658.4849365,64,14,,True,Ag,[Ag][Ag],1,c1ccccc1
qmof-a2408a4,KANCUZ_FSR,bandgap_3.5_to_4.0eV,1.98385,3.17331,1.691135874,1428.299845,128,2,pcu,True,Zn,[Zn],1,c1cc(-c2ccc(-c3ccncc3)cc2)ccn1.c1ccccc1
qmof-dbe1820,KANMUK_FSR,bandgap_3.5_to_4.0eV,1.08568,2.91177,1.516944951,1047.225176,102,2,,True,Mn,[OH2][Mn][OH2],1,O=C1c2ccccc2CN1c1ccccc1.c1cc(CCc2ccncc2)ccn1
qmof-23669af,SOCHIC_FSR,bandgap_3.5_to_4.0eV,0.79952,2.61317,2.038924148,760.2971776,68,2,,True,Cd,[OH2][Cd],1,c1cncc(-c2nnc(-c3cccnc3)s2)c1
qmof-a42e6fd,SIWGUB_FSR,bandgap_3.5_to_4.0eV,3.26037,4.84236,1.474522789,526.3835369,46,2,,True,Cu,[Cu][Cu],1,C1CCCCC1
qmof-358d837,SIWSOI_FSR,bandgap_3.5_to_4.0eV,2.35374,4.58873,1.369695975,712.7871735,55,2,,True,Cu,unknown,0,
qmof-969433e,SIWVAW_FSR,bandgap_3.5_to_4.0eV,0.93568,4.29029,1.907395118,1140.706932,100,15,,True,Cd,[OH2][Cd][OH2],1,c1ccccc1
qmof-a7669d5,SIWVEA_FSR,bandgap_3.5_to_4.0eV,0.94999,1.75814,2.037816412,914.5005377,100,14,,True,Zn,[OH2][Zn][OH2],1,c1ccccc1
qmof-cf6cab8,SIXDUZ_FSR,bandgap_3.5_to_4.0eV,0.80227,1.55619,2.512969191,671.3540919,64,14,sql,True,Ag,[Ag],1,c1cc(C2=NN=N[N]2)ccn1
qmof-ff7ddd3,SIXTUP_FSR,bandgap_3.5_to_4.0eV,0.86972,2.09747,1.697545192,748.7255939,78,2,,True,Zn,[Zn],1,O=C(Nc1cccnc1)c1cccnc1
qmof-1895b57,SIXVIF_FSR,bandgap_3.5_to_4.0eV,1.05747,1.77339,1.817887026,579.8894454,57,2,,True,Cd,[Cd],1,O=C(Nc1cccnc1)c1ccncc1
qmof-cd2a559,CEHPOV_FSR,bandgap_3.5_to_4.0eV,0.65442,1.41817,2.249856902,784.3192065,84,14,,True,Cu,[OH2][Cu][OH2],1,c1cnccn1
qmof-b1f48a1,CEHQOX_FSR,bandgap_3.5_to_4.0eV,0.81266,1.56924,4.364620421,468.0065666,38,4,,True,Bi,[Bi]|[O],2,c1ccncc1
qmof-bf397c9,SNMAZH_FSR,bandgap_3.5_to_4.0eV,0.97079,1.69142,2.552728147,652.5294565,56,29,,True,Sn,[OH2][Sn],1,
qmof-966c83c,KAVYEN_FSR,bandgap_3.5_to_4.0eV,1.1034,2.14998,1.892161729,1592.06235,148,9,,True,V,[O]|[V]|[Zn],3,c1cn(CCCCn2ccnc2)cn1
qmof-2b88f57,KAWNUT_FSR,bandgap_3.5_to_4.0eV,0.83833,1.7926,3.017099793,601.9253146,52,2,,True,Ag,[Ag][Ag]|[OH2][Ag],2,c1ccccc1
qmof-dc4d4b4,KAWPEF_FSR,bandgap_3.5_to_4.0eV,1.08598,1.52649,2.529065604,900.98678,92,15,,True,Ag,[OH2][Ag],1,c1ccccc1
qmof-961130e,KAPPID_FSR,bandgap_3.5_to_4.0eV,1.0919,2.51603,2.635551321,1240.454742,108,14,sql,True,Organic_Only,[O][U]([O])[OH2],1,c1ccccc1
qmof-4c7dfe2,KAPYEH01_FSR,bandgap_3.5_to_4.0eV,0.99052,2.20927,1.861904037,993.0307884,98,15,sql,True,Cd,[Cd],1,c1ccccc1
qmof-1464054,KARDUD01_FSR,bandgap_3.5_to_4.0eV,1.01051,1.86779,1.789418001,793.8743793,84,15,,True,Zn,O|[Zn],2,c1ccc2ncccc2c1
qmof-9cc5e2e,KATGAQ_FSR,bandgap_3.5_to_4.0eV,1.02386,2.18058,1.702960239,888.8098267,88,2,,True,Zn,[Zn],1,O=C(NN=Cc1cccnc1)c1cccnc1.c1ccccc1
qmof-772c3d9,GIMKUJ_FSR,bandgap_3.5_to_4.0eV,1.12962,1.88661,1.884830053,1048.737464,104,14,,True,Zn,O|[Zn],2,c1ccc2ccccc2c1
qmof-b155426,GIQQOP_FSR,bandgap_3.5_to_4.0eV,1.05524,2.09701,1.536876346,1358.770374,135,2,,True,Ni,[Ni],1,
qmof-01cc592,CEJVAR_FSR,bandgap_3.5_to_4.0eV,1.18782,2.04656,2.046025015,1381.961434,132,14,,True,Cd,[OH2][Cd][OH2],1,C(=Cc1ccncc1)c1ccncc1.c1ccc2ccccc2c1
qmof-c1528a6,CEJXOG_FSR,bandgap_3.5_to_4.0eV,1.16006,1.80335,2.804028619,891.5923609,84,14,,True,Er,[Er],1,c1ccccc1
qmof-f1af4d5,SISKAI_FSR,bandgap_3.5_to_4.0eV,0.90348,2.11057,2.327270358,832.6036214,74,2,,True,Pb,unknown,0,
qmof-6fd1381,GIRFOE_FSR,bandgap_3.5_to_4.0eV,1.14706,2.19947,1.798566044,898.8103926,86,2,,True,Cd,[Cd],1,c1ccc(-c2ncc[nH]2)cc1
qmof-8d529c3,KALPET_FSR,bandgap_3.5_to_4.0eV,0.92804,1.88052,2.102510965,1017.594515,100,14,,True,Ag,[Ag][Ag],1,c1ccc(SCCCCCCSc2ccccn2)nc1
qmof-6f4ab46,KALPIW_FSR,bandgap_3.5_to_4.0eV,0.91268,1.58411,2.287812007,896.9733501,88,14,,True,Ag,unknown,0,
qmof-4d62153,KALPOC_FSR,bandgap_3.5_to_4.0eV,1.02265,1.98387,2.465764288,958.8470714,88,14,,True,Ag,unknown,0,
qmof-77bb187,SEYQOE_FSR,bandgap_3.5_to_4.0eV,1.01734,1.96852,1.892673723,702.1250012,70,2,,True,Mn,[OH2][Mn][OH2],1,c1ccccc1
qmof-813d9b7,CEKVEV_FSR,bandgap_3.5_to_4.0eV,1.30054,2.14172,1.965529437,1134.815492,108,14,,True,Sr,[OH2][Sr],1,c1ccc(-c2ncc[nH]2)cc1
qmof-2453893,CEKVUL_FSR,bandgap_3.5_to_4.0eV,0.99641,1.76864,1.922820486,1208.474743,120,14,,True,Sr,[OH2][Sr],1,c1ccc(-c2ncc[nH]2)cc1
qmof-07585fa,CEKYEY_FSR,bandgap_3.5_to_4.0eV,1.1723,2.84714,1.869791661,1387.649896,124,33,,True,Cd,[OH2][Cd],1,O=c1cccc[nH]1.c1ccncc1
qmof-10d06b5,CELVIB_FSR,bandgap_3.5_to_4.0eV,2.88133,4.25251,1.595422557,1869.009402,132,14,,True,Cd,[Cd],1,c1ccccc1
qmof-9a67fd7,CEMQUI_FSR,bandgap_3.5_to_4.0eV,1.03269,1.95979,2.798249993,1253.910999,112,14,sql,True,Organic_Only,[O][U]([O])[OH2],1,c1ccccc1
qmof-73b7fe4,SIBFAN_FSR,bandgap_3.5_to_4.0eV,0.93281,1.94692,1.872678839,523.8641336,51,2,,True,Cu,unknown,0,
qmof-e718222,KATKIB_FSR,bandgap_3.5_to_4.0eV,0.78084,1.6301,1.971640999,941.1694573,94,14,sql,True,Cd,[OH2][Cd][OH2],1,c1cnc(-c2nn[nH]n2)cn1
qmof-9e88ad4,KAVGOE_FSR,bandgap_3.5_to_4.0eV,1.68349,3.96944,1.608358082,1170.756455,102,2,,True,Cu,I[Cu][Cu]I,1,c1ccc2c(c1)CSCCOCCSCc1ccccc1OCCO2
qmof-c42c24d,SITYAW_FSR,bandgap_3.5_to_4.0eV,1.38439,2.59156,1.874043073,405.8740997,34,2,,True,Mn,[OH2][Mn],1,c1nncn1-n1cnnc1
qmof-6b29b88,SIVJAI01_FSR,bandgap_3.5_to_4.0eV,0.61941,1.47566,2.136146612,315.619145,30,15,,True,Mn,[OH2][Mn][OH2],1,
qmof-a468f15,SIVWOL_FSR,bandgap_3.5_to_4.0eV,1.26915,2.09342,1.785534102,866.2659,84,15,,True,Cd,[OH2][Cd][OH2],1,c1ccc(-c2cncc(-c3ccccc3)c2)cc1
qmof-fb27fc1,SINLUY_FSR,bandgap_3.5_to_4.0eV,0.73445,2.6487,2.396892323,611.1880206,60,2,,True,Ho,[OH2][Ho][OH2],1,O=c1cccc[nH]1
qmof-3848331,SIQQIS_FSR,bandgap_3.5_to_4.0eV,0.83515,1.6183,2.120674396,1189.34902,92,14,,True,Ba,unknown,0,
qmof-65911a2,SIRPUF_FSR,bandgap_3.5_to_4.0eV,0.88578,1.69944,1.872722835,940.4140092,76,9,,True,K,[K],1,c1ccccc1
qmof-548fc17,SIRVEX_FSR,bandgap_3.5_to_4.0eV,0.94236,3.28272,1.765307765,1115.223178,98,15,dmd,True,Cd,[Cd],1,O=c1oc2cccc3c(=O)oc4cccc1c4c23
qmof-c16efca,KAWPOP_FSR,bandgap_3.5_to_4.0eV,0.76648,1.3897,3.045319381,643.2687505,64,2,,True,Ag,[Ag]1[Ag][Ag]1|[Ag][Ag][Ag],2,c1ccccc1
qmof-a196ea1,KAXHAV_FSR,bandgap_3.5_to_4.0eV,1.36534,2.06622,1.85157105,971.4015569,86,15,,True,Zn,Br[Zn]Br,1,c1cc(Cn2ccnc2-c2nccn2Cc2ccncc2)ccn1
qmof-6cc9d61,KAXTEK_FSR,bandgap_3.5_to_4.0eV,1.21383,2.6463,1.414947685,1093.380654,102,2,sql,True,Zn,[Zn],1,c1cc(CCc2ccncc2)ccn1.c1ccccc1
qmof-df668a3,KAYPEF_FSR,bandgap_3.5_to_4.0eV,0.98004,1.58547,1.897741591,893.0734112,92,29,,True,Cu,unknown,0,
qmof-dfceed4,CEPBIJ_FSR,bandgap_3.5_to_4.0eV,1.20309,2.52486,1.792637261,470.0100466,48,2,,True,Cu,[Cu][Cu],1,
qmof-c98c976,CEPFIM_FSR,bandgap_3.5_to_4.0eV,1.68889,2.12034,1.721374458,360.5595653,33,2,,True,Cu,[Cu],1,c1cc(-c2ccncn2)ncn1
qmof-4455e80,CEQTIC_FSR,bandgap_3.5_to_4.0eV,1.91218,2.68895,1.631966387,1602.311893,148,14,,True,Zn,[Zn],1,
qmof-4dd157d,CESZIM_FSR,bandgap_3.5_to_4.0eV,0.9055,1.83699,2.937563562,537.8490572,34,9,,True,Hg,unknown,0,
qmof-6dd92a2,CETGAK_FSR,bandgap_3.5_to_4.0eV,1.37567,1.89126,3.51605988,801.1786783,64,15,,True,Organic_Only,[O][U][O],1,c1c[nH]cn1
qmof-855d1ed,SERGOO_FSR,bandgap_3.5_to_4.0eV,1.00247,2.01235,1.844506904,597.7164321,59,2,sql,True,Cu,[Cu],1,[CH]1N=C[N]N1Cc1ccc(CN2[CH]N=C[N]2)cc1.c1ccccc1
qmof-cb3b518,SERGUU_FSR,bandgap_3.5_to_4.0eV,1.57391,2.2224,1.778664088,1002.414365,94,2,hcb,True,Cu,[OH2][Cu],1,[CH]1N=C[N]N1Cc1ccc(CN2[CH]N=C[N]2)cc1.[CH]1N=C[N]N1Cc1ccc(Cn2cncn2)cc1.c1ccccc1
qmof-7c3cbad,SERLOR_FSR,bandgap_3.5_to_4.0eV,0.86989,1.96784,1.972486518,887.6845565,80,2,,True,Ag,[Ag],1,c1ccc(-c2nnc(-c3ccccc3)o2)cc1
qmof-f0c8c79,SERSUG_FSR,bandgap_3.5_to_4.0eV,1.00573,2.03745,2.288319244,827.6969406,84,2,,True,Yb,[OH2][Yb]([OH2])[OH2],1,c1ccc(Oc2ccccc2)cc1
qmof-5f86bf9,SERTAN_FSR,bandgap_3.5_to_4.0eV,1.05958,1.97425,2.213859539,834.3614169,84,2,,True,Tb,[OH2][Tb]([OH2])[OH2],1,c1ccc(Oc2ccccc2)cc1
qmof-4071219,SIFDUJ_FSR,bandgap_3.5_to_4.0eV,1.24066,1.81136,1.975975311,700.4579461,58,15,,True,Cd,[Cd],1,
qmof-88ffdd8,SIJRIN_FSR,bandgap_3.5_to_4.0eV,0.73048,1.57933,2.001361011,563.7807059,58,14,,True,Cu,unknown,0,
qmof-8b92916,SEHFAO_FSR,bandgap_3.5_to_4.0eV,1.06767,3.52107,1.557792877,920.4669588,88,2,,True,Zn,[Zn],1,O=c1ccccn1Cc1ccccc1.c1cn(CCCCn2ccnc2)cn1
qmof-359185c,SEHFES_FSR,bandgap_3.5_to_4.0eV,1.22277,3.46182,1.513355559,978.2765397,94,2,,True,Zn,[Zn],1,O=c1ccccn1Cc1ccccc1.c1cn(CCCCCCn2ccnc2)cn1
qmof-2042bd9,SEJTAD_FSR,bandgap_3.5_to_4.0eV,0.7703,1.91013,2.173888553,629.2095608,68,19,,True,Fe,[OH2][Fe],1,
qmof-fefcf27,CEXNUR_FSR,bandgap_3.5_to_4.0eV,1.18883,1.56206,2.613443003,1256.495092,112,14,sql,True,Ag,[Ag]1[Ag]2[Ag]1[Ag]2,1,c1ccccc1
qmof-593eb07,GIFJIR_FSR,bandgap_3.5_to_4.0eV,1.24681,2.25939,1.674874701,1271.567683,128,14,,True,Zn,[Zn],1,c1ccncc1
qmof-fa5769f,GIFSUL_FSR,bandgap_3.5_to_4.0eV,1.12531,2.35858,1.85843741,1039.642725,100,2,,True,Cd,[OH2][Cd],1,c1ccccc1.c1ccccc1
qmof-55931fb,KAZRIO01_FSR,bandgap_3.5_to_4.0eV,1.29884,3.05813,1.7177903,770.4724762,65,2,,True,Cd,[Cd],1,c1cncc(-c2nnc3sc(-c4ccncc4)nn23)c1
qmof-f10c991,GIFZUS_FSR,bandgap_3.5_to_4.0eV,1.23655,1.94662,2.219443065,968.5640816,92,14,,True,Cu,I[Cu][Cu]I,1,c1ccc(CN2CCN(Cc3ccccc3)CC2)cc1
qmof-6f8a430,SEJTIL_FSR,bandgap_3.5_to_4.0eV,1.3195,2.46475,1.521886359,929.4471031,98,9,,True,Cu,[Cu],1,c1ccccc1
qmof-9140a3c,SEKKIF_FSR,bandgap_3.5_to_4.0eV,0.85054,4.37785,1.568196972,1323.346938,118,15,,True,Cd,unknown,0,
qmof-b6208ec,SEKXUE_FSR,bandgap_3.5_to_4.0eV,0.77044,1.82513,3.368723433,746.9705502,68,2,,True,Ag,unknown,0,
qmof-c51405e,SEMWOZ_FSR,bandgap_3.5_to_4.0eV,1.06285,2.41904,1.780674086,937.6753235,88,2,sql,True,Cd,[Cd],1,C(=Cc1cccnc1)c1ccncc1.c1ccccc1
qmof-c9ee732,SENHUQ_FSR,bandgap_3.5_to_4.0eV,0.89029,1.81708,2.152083039,499.4929458,38,2,hcb,True,Cd,[Cd],1,c1cc[nH+]cc1
qmof-4e1a726,SENKOM_FSR,bandgap_3.5_to_4.0eV,1.08879,1.96855,1.799326612,759.8986154,74,2,,True,Zn,[Zn],1,
qmof-d08ace3,GIJHOZ_FSR,bandgap_3.5_to_4.0eV,0.83038,1.70205,3.22884255,358.6633187,38,14,,True,Cu,[Cu]|[OH],2,
qmof-c493de2,KAWPIJ_FSR,bandgap_3.5_to_4.0eV,0.66932,1.45424,3.269980458,877.3070518,80,15,,True,Ag,[Ag]1[Ag][Ag][Ag]1,1,c1ccccc1
qmof-c02b6d6,GEZWIT_FSR,bandgap_3.5_to_4.0eV,0.83223,1.76547,2.202088998,1336.399386,124,14,,True,Ag,[Ag],1,c1ccc(-c2cncnc2)cc1
qmof-ef7d4be,GICDAZ_FSR,bandgap_3.5_to_4.0eV,1.16224,2.81008,2.851999796,887.6307849,59,2,,True,Co,[Co],1,c1ccccc1
qmof-983bf79,GICDIH_FSR,bandgap_3.5_to_4.0eV,1.35637,3.03149,2.863375986,887.8597004,59,2,,True,Zn,[Zn],1,c1ccccc1
qmof-aca06b1,GICDUT_FSR,bandgap_3.5_to_4.0eV,1.06643,2.08874,2.399202445,1305.868629,106,14,,True,Zn,[Zn],1,c1ccccc1
qmof-074cf93,GICZIC_FSR,bandgap_3.5_to_4.0eV,1.316,1.86667,1.76984365,727.9271321,68,15,,True,Cu,[Cu],1,c1cc(SCSc2ccncc2)ccn1
qmof-f3c4f21,KEDCII_FSR,bandgap_3.5_to_4.0eV,1.91404,2.65237,2.13393112,706.8098069,53,2,,True,Cd,unknown,0,
qmof-0bd5270,KEGYAX_FSR,bandgap_3.5_to_4.0eV,1.05002,3.05523,2.602497379,899.4392384,84,2,tfa,True,Ag,[Ag]1[Ag][Ag][Ag]1|[Ag][Ag],2,C1CCCCC1
qmof-b10c492,GIFJIP_FSR,bandgap_3.5_to_4.0eV,1.02443,1.6923,1.946468064,644.3399612,56,2,,True,Cd,[Cd],1,
qmof-ab4c89d,CEVQEA_FSR,bandgap_3.5_to_4.0eV,0.8414,1.95653,2.901708998,904.9647411,76,19,,True,Cr,[Cr]|[Gd]|[O],3,c1ccncc1
qmof-25349dc,CEVQIE_FSR,bandgap_3.5_to_4.0eV,0.91575,2.14547,2.670707787,950.8876919,76,19,,True,Cr,[Cr]|[Nd]|[O],3,c1ccncc1
qmof-07dae64,CEVYIM01_FSR,bandgap_3.5_to_4.0eV,2.18663,3.34392,1.473501706,1594.226007,136,14,,True,Zn,[Zn],1,
qmof-00ecdfa,SEFSAY_FSR,bandgap_3.5_to_4.0eV,1.24168,5.59335,1.973750533,1740.821342,136,2,,True,Mo,[Cd]|[Mo]|[O],3,c1cc(CCc2ccncc2)ccn1
qmof-1d43809,SEFSIG_FSR,bandgap_3.5_to_4.0eV,1.089,2.2749,1.875955507,1436.331458,134,2,,True,Cd,[Cd][OH2][Cd],1,c1ccncc1.c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
qmof-ad0bfc8,SEGDAL_FSR,bandgap_3.5_to_4.0eV,1.01562,2.01924,1.599835928,1284.89673,130,2,sql,True,Cd,[Cd],1,c1ccccc1.c1cn(Cc2ccc(-c3ccc(Cn4ccnc4)cc3)cc2)cn1
qmof-76e5a3a,SEGVIK_FSR,bandgap_3.5_to_4.0eV,0.93484,1.69696,2.372024131,1478.439561,144,61,,True,Ag,[Ag],1,c1ccncc1
qmof-15ede29,SEHBAK_FSR,bandgap_3.5_to_4.0eV,0.82643,1.77089,1.99457008,1419.062994,144,2,,True,Ag,unknown,0,
qmof-6903e0b,SATBOE01_FSR,bandgap_3.5_to_4.0eV,1.35575,2.48116,1.58572988,1305.957606,124,14,,True,Cu,[Cu],1,
qmof-00f4cb5,SAVMIM_FSR,bandgap_3.5_to_4.0eV,1.11554,2.23447,1.825115036,590.6829193,63,2,,True,Co,unknown,0,
qmof-ab8d090,SAVPAJ_FSR,bandgap_3.5_to_4.0eV,1.62468,2.168,2.111342373,834.6794282,83,2,,True,Cu,[Cu]|[OH2][Cu][OH2],2,C(C1=NN=N[N]1)c1nnn[nH]1
